Temperature,Cross_Region,Cross_Female,Cross,Female_Genotype,Mother_Population,Father_Population,Female_ID,Male_Genotype,Male_ID,Pollen_Viable,Flower_ID,Seed_Set
14,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP14A,CC,CC2,1,CP14AXCC2_6,21
14,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP14A,CC,CC1,0.90682496,CP14AXCC1_1,21
14,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP14A,CC,CC1,0.90682496,CP14AXCC1_6,21
14,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP14A,CC,CC1,0.90682496,CP14AXCC1_5,21
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP1,1,CP14AXPP1_5,32
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP2,1,CP14AXPP2_1,29
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP2,1,CP14AXPP2_4,29
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP1,1,CP14AXPP1_4,26
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP1,1,CP14AXPP1_2,25
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP1,1,CP14AXPP1_1,23
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP2,1,CP14AXPP2_6,22
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP2,1,CP14AXPP2_3,21
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP2,1,CP14AXPP2_5,19
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP1,1,CP14AXPP1_3,17
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP2,1,CP14AXPP2_2,16
14,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP14A,CC,PP1,1,CP14AXPP1_6,15
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC1,0.90682496,CP14BXCC1_6,27
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC2,1,CP14BXCC2_1,27
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC2,1,CP14BXCC2_6,25
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC2,1,CP14BXCC2_4,25
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC2,1,CP14BXCC2_5,24
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC1,0.90682496,CP14BXCC1_5,23
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC1,0.90682496,CP14BXCC1_4,23
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC1,0.90682496,CP14BXCC1_3,21
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC2,1,CP14BXCC2_3,21
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC1,0.90682496,CP14BXCC1_1,21
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC2,1,CP14BXCC2_2,21
14,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP14B,CC,CC1,0.90682496,CP14BXCC1_2,14
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP2,1,CP14BXPP2_4,29
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP1,1,CP14BXPP1_2,27
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP1,1,CP14BXPP1_6,25
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP2,1,CP14BXPP2_5,24
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP2,1,CP14BXPP2_3,23
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP1,1,CP14BXPP1_3,23
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP2,1,CP14BXPP2_1,22
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP1,1,CP14BXPP1_1,22
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP2,1,CP14BXPP2_6,21
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP2,1,CP14BXPP2_2,21
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP1,1,CP14BXPP1_4,19
14,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP14B,CC,PP1,1,CP14BXPP1_5,19
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC1,0.90682496,PC14AXCC1_1,29
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC2,1,PC14AXCC2_1,28
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC2,1,PC14AXCC2_2,27
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC2,1,PC14AXCC2_4,26
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC2,1,PC14AXCC2_5,25
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC2,1,PC14AXCC2_6,25
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC1,0.90682496,PC14AXCC1_4,24
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC2,1,PC14AXCC2_3,24
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC1,0.90682496,PC14AXCC1_6,24
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC1,0.90682496,PC14AXCC1_3,23
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC1,0.90682496,PC14AXCC1_2,18
14,PCXCC,Heterospecific,Het2,PC,KZ,SN,PC14A,CC,CC1,0.90682496,PC14AXCC1_5,18
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP2,1,PC14AXPP2_2,26
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP2,1,PC14AXPP2_4,25
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP1,1,PC14AXPP1_6,24
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP1,1,PC14AXPP1_1,24
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP1,1,PC14AXPP1_3,23
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP2,1,PC14AXPP2_1,22
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP2,1,PC14AXPP2_5,21
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP1,1,PC14AXPP1_5,20
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP1,1,PC14AXPP1_2,19
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP1,1,PC14AXPP1_4,19
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP2,1,PC14AXPP2_6,15
14,PCXPP,Heterospecific,Het3,PC,KZ,SN,PC14A,CC,PP2,1,PC14AXPP2_3,13
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC1,0.90682496,PC14BXCC1_5,30
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC1,0.90682496,PC14BXCC1_3,30
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC2,1,PC14BXCC2_4,28
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC1,0.90682496,PC14BXCC1_4,27
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC2,1,PC14BXCC2_1,27
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC1,0.90682496,PC14BXCC1_1,25
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC2,1,PC14BXCC2_6,25
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC1,0.90682496,PC14BXCC1_2,25
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC1,0.90682496,PC14BXCC1_6,23
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC2,1,PC14BXCC2_5,20
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC2,1,PC14BXCC2_2,19
14,PCXCC,Heterospecific,Het2,PC,SZ,RZ,PC14B,CC,CC2,1,PC14BXCC2_3,16
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP1,1,PC14BXPP1_2,31
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP2,1,PC14BXPP2_2,28
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP1,1,PC14BXPP1_4,26
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP2,1,PC14BXPP2_1,25
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP1,1,PC14BXPP1_3,23
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP1,1,PC14BXPP1_5,23
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP2,1,PC14BXPP2_6,23
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP2,1,PC14BXPP2_4,20
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP1,1,PC14BXPP1_6,19
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP2,1,PC14BXPP2_5,19
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP2,1,PC14BXPP2_3,19
14,PCXPP,Heterospecific,Het3,PC,SZ,RZ,PC14B,CC,PP1,1,PC14BXPP1_1,17
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC1,0.90682496,CC19AXCC1_4,37
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC1,0.90682496,CC19AXCC1_2,37
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC2,1,CC19AXCC2_6,36
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC1,0.90682496,CC19AXCC1_3,35
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC1,0.90682496,CC19AXCC1_6,35
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC2,1,CC19AXCC2_4,33
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC1,0.90682496,CC19AXCC1_5,31
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC2,1,CC19AXCC2_2,30
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC2,1,CC19AXCC2_3,29
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC2,1,CC19AXCC2_1,28
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC2,1,CC19AXCC2_5,25
19,CCXCC,Conspecific,Conspecific,CC,RZ,RZ,CC19A,CC,CC1,0.90682496,CC19AXCC1_1,24
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP1,1,CC19AXPP1_6,34
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP2,1,CC19AXPP2_1,26
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP2,1,CC19AXPP2_2,26
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP2,1,CC19AXPP2_5,26
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP1,1,CC19AXPP1_2,25
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP1,1,CC19AXPP1_5,25
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP1,1,CC19AXPP1_3,23
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP1,1,CC19AXPP1_1,23
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP2,1,CC19AXPP2_4,21
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP2,1,CC19AXPP2_6,20
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP2,1,CC19AXPP2_3,20
19,CCXPP,Conspecific,Heterospecific,CC,RZ,RZ,CC19A,CC,PP1,1,CC19AXPP1_4,18
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC2,1,CC19BXCC2_6,35
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC2,1,CC19BXCC2_1,35
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC1,0.90682496,CC19BXCC1_6,33
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC2,1,CC19BXCC2_3,31
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC2,1,CC19BXCC2_2,30
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC1,0.90682496,CC19BXCC1_2,30
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC1,0.90682496,CC19BXCC1_5,30
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC2,1,CC19BXCC2_5,27
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC1,0.90682496,CC19BXCC1_1,27
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC1,0.90682496,CC19BXCC1_4,24
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC2,1,CC19BXCC2_4,24
19,CCXCC,Conspecific,Conspecific,CC,SN,SN,CC19B,CC,CC1,0.90682496,CC19BXCC1_3,23
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP2,1,CC19BXPP2_4,27
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP2,1,CC19BXPP2_1,26
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP1,1,CC19BXPP1_4,25
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP2,1,CC19BXPP2_5,24
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP1,1,CC19BXPP1_6,24
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP2,1,CC19BXPP2_6,21
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP2,1,CC19BXPP2_2,21
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP1,1,CC19BXPP1_1,21
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP1,1,CC19BXPP1_2,19
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP1,1,CC19BXPP1_5,18
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP2,1,CC19BXPP2_3,17
19,CCXPP,Conspecific,Heterospecific,CC,SN,SN,CC19B,CC,PP1,1,CC19BXPP1_3,16
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC1,0.90682496,PP19AXCC1_4,55
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC1,0.90682496,PP19AXCC1_6,49
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC2,1,PP19AXCC2_1,43
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC2,1,PP19AXCC2_5,43
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC2,1,PP19AXCC2_4,42
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC2,1,PP19AXCC2_2,40
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC1,0.90682496,PP19AXCC1_3,39
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC1,0.90682496,PP19AXCC1_5,39
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC2,1,PP19AXCC2_6,38
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC2,1,PP19AXCC2_3,33
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC1,0.90682496,PP19AXCC1_1,33
19,PPXCC,Conspecific,Heterospecific,PP,KZ,KZ,PP19A,CC,CC1,0.90682496,PP19AXCC1_2,29
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP1,1,PP19AXPP1_4,60
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP1,1,PP19AXPP1_6,55
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP1,1,PP19AXPP1_3,49
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP2,1,PP19AXPP2_6,49
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP1,1,PP19AXPP1_2,47
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP2,1,PP19AXPP2_5,47
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP1,1,PP19AXPP1_5,45
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP2,1,PP19AXPP2_4,45
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP2,1,PP19AXPP2_2,45
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP2,1,PP19AXPP2_1,43
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP2,1,PP19AXPP2_3,43
19,PPXPP,Conspecific,Conspecific,PP,KZ,KZ,PP19A,CC,PP1,1,PP19AXPP1_1,40
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC2,1,PP19BXCC2_2,59
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC2,1,PP19BXCC2_6,50
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC2,1,PP19BXCC2_4,50
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC1,0.90682496,PP19BXCC1_2,49
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC1,0.90682496,PP19BXCC1_5,46
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC1,0.90682496,PP19BXCC1_1,45
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC2,1,PP19BXCC2_1,45
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC1,0.90682496,PP19BXCC1_6,45
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC2,1,PP19BXCC2_5,42
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC1,0.90682496,PP19BXCC1_3,41
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC1,0.90682496,PP19BXCC1_4,41
19,PPXCC,Conspecific,Heterospecific,PP,SZ,SZ,PP19B,CC,CC2,1,PP19BXCC2_3,37
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP2,1,PP19BXPP2_4,53
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP2,1,PP19BXPP2_1,50
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP2,1,PP19BXPP2_2,49
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP2,1,PP19BXPP2_6,48
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP1,1,PP19BXPP1_4,45
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP1,1,PP19BXPP1_2,45
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP1,1,PP19BXPP1_6,44
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP1,1,PP19BXPP1_1,43
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP2,1,PP19BXPP2_5,43
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP2,1,PP19BXPP2_3,42
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP1,1,PP19BXPP1_5,39
19,PPXPP,Conspecific,Conspecific,PP,SZ,SZ,PP19B,CC,PP1,1,PP19BXPP1_3,32
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC1,0.90682496,CP19AXCC1_2,42
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC2,1,CP19AXCC2_6,42
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC1,0.90682496,CP19AXCC1_3,39
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC2,1,CP19AXCC2_5,34
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC1,0.90682496,CP19AXCC1_5,34
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC2,1,CP19AXCC2_3,32
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC1,0.90682496,CP19AXCC1_1,32
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC2,1,CP19AXCC2_1,32
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC1,0.90682496,CP19AXCC1_4,31
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC2,1,CP19AXCC2_2,30
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC2,1,CP19AXCC2_4,27
19,CPXCC,Heterospecific,Het2,CP,RZ,KZ,CP19A,CC,CC1,0.90682496,CP19AXCC1_6,25
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP2,1,CP19AXPP2_1,40
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP1,1,CP19AXPP1_2,38
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP2,1,CP19AXPP2_3,37
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP1,1,CP19AXPP1_1,34
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP2,1,CP19AXPP2_5,34
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP1,1,CP19AXPP1_4,33
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP2,1,CP19AXPP2_2,33
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP2,1,CP19AXPP2_4,33
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP2,1,CP19AXPP2_6,32
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP1,1,CP19AXPP1_3,26
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP1,1,CP19AXPP1_5,26
19,CPXPP,Heterospecific,Het3,CP,RZ,KZ,CP19A,CC,PP1,1,CP19AXPP1_6,26
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC2,1,CP19BXCC2_1,45
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC2,1,CP19BXCC2_3,41
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC1,0.90682496,CP19BXCC1_6,37
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC2,1,CP19BXCC2_4,33
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC1,0.90682496,CP19BXCC1_1,33
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC1,0.90682496,CP19BXCC1_4,32
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC2,1,CP19BXCC2_2,32
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC2,1,CP19BXCC2_5,31
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC2,1,CP19BXCC2_6,30
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC1,0.90682496,CP19BXCC1_5,30
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC1,0.90682496,CP19BXCC1_3,28
19,CPXCC,Heterospecific,Het2,CP,SN,SZ,CP19B,CC,CC1,0.90682496,CP19BXCC1_2,27
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP1,1,CP19BXPP1_3,39
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP2,1,CP19BXPP2_6,39
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP2,1,CP19BXPP2_5,39
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP1,1,CP19BXPP1_2,37
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP1,1,CP19BXPP1_6,36
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP2,1,CP19BXPP2_2,35
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP2,1,CP19BXPP2_3,34
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP2,1,CP19BXPP2_4,31
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP2,1,CP19BXPP2_1,31
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP1,1,CP19BXPP1_4,30
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP1,1,CP19BXPP1_5,30
19,CPXPP,Heterospecific,Het3,CP,SN,SZ,CP19B,CC,PP1,1,CP19BXPP1_1,29
19,PCXCC,Heterospecific,Het2,PC,KZ,RZ,PC19A,CC,CC1,0.90682496,PC19AXCC1_3,39
19,PCXCC,Heterospecific,Het2,PC,KZ,RZ,PC19A,CC,CC1,0.90682496,PC19AXCC1_5,37
19,PCXCC,Heterospecific,Het2,PC,KZ,RZ,PC19A,CC,CC2,1,PC19AXCC2_4,36
19,PCXCC,Heterospecific,Het2,PC,KZ,RZ,PC19A,CC,CC1,0.90682496,PC19AXCC1_1,35
19,PCXCC,Heterospecific,Het2,PC,KZ,RZ,PC19A,CC,CC2,1,PC19AXCC2_2,35
19,PCXCC,Heterospecific,Het2,PC,KZ,RZ,PC19A,CC,CC2,1,PC19AXCC2_6,35
19,PCXCC,Heterospecific,Het2,PC,KZ,RZ,PC19A,CC,CC2,1,PC19AXCC2_5,35
